,number,value,params_precip_const_1,params_precip_const_2,params_precip_const_3,params_precip_const_4,params_precip_const_5,params_precip_const_6,params_precip_const_7,params_precip_const_8,params_precip_const_9,params_precip_const_10,params_precip_const_11,params_precip_const_12,params_residual_const_1,params_residual_const_2,params_residual_const_3,params_residual_const_4,params_residual_const_5,params_residual_const_6,params_residual_const_7,params_residual_const_8,params_residual_const_9,params_residual_const_10,params_residual_const_11,params_residual_const_12,datetime_start,datetime_complete,duration,state,,
318,318,19.5649604,0.66,0.8,0.14,0.4,0.49,0.54,0.78,0.27,0.13,0.14,0.91,0.21,0.28,0.52,0.38,0.11,1,0.02,0.17,0.53,0.76,0.89,0.71,0.28,15:25.5,16:10.0,0 days 00:00:44.458087,COMPLETE,,
675,675,19.56611774,0,0.62,0.42,0.75,0.32,0.51,0.57,0.32,0.09,0.54,0.27,0.04,0.8,0.01,0.23,0.07,0.38,0.13,0.85,0.29,0.06,0.04,0.24,0.58,59:10.0,00:03.1,0 days 00:00:53.131240,COMPLETE,,
800,800,19.56621452,0.13,0.57,0.6,0.79,0.41,0.49,0.62,0.27,0.08,0.47,0.28,0.73,0.9,0.06,0.13,0.03,0.46,0.13,0.83,0.31,0.2,0.04,0.09,0.53,36:31.9,37:29.4,0 days 00:00:57.458828,COMPLETE,,
459,459,19.56668863,0.45,0.53,0.28,0.61,0.46,0.47,0.67,0.19,0.16,1,0.97,0.23,0.03,0.25,0.14,0.07,0.54,0.74,0.87,0.58,0.88,0.26,0.45,0.07,31:53.3,32:23.3,0 days 00:00:30.060953,COMPLETE,,
500,500,19.56715558,0.43,0.63,0.4,0.58,0.5,0.44,0.69,0.24,0.17,0.88,1,0.11,0.12,0.33,0.08,0,0.56,0.66,0.73,0.64,0.95,0.19,0.36,0.13,39:08.2,39:46.3,0 days 00:00:38.113117,COMPLETE,,
745,745,19.56860594,0.18,0.24,0.37,0.88,0.41,0.56,0.57,0.3,0.13,0.6,0.41,0.04,0.9,0.17,0.2,0.05,0.48,0.28,0.94,0.22,0.08,0.08,0.25,0.56,56:27.7,56:56.4,0 days 00:00:28.734211,COMPLETE,,
983,983,19.57059595,0.12,0.27,0.61,0.67,0.43,0.48,0.62,0.23,0.15,0.46,0.42,0.73,1,0.04,0.07,0.31,0.52,0.25,0.85,0.14,0.32,0.06,0.13,0.52,59:03.4,00:14.7,0 days 00:01:11.291647,COMPLETE,,
333,333,19.57145074,0.64,0.74,0.17,0.53,0.4,0.51,0.81,0.12,0.12,0.97,0.92,0.3,0.2,0.37,0.33,0.04,1,0.04,0.2,0.51,0.79,0.97,0.42,0.21,28:09.8,28:43.1,0 days 00:00:33.339708,COMPLETE,,
481,481,19.57168585,0.38,0.47,0.4,0.6,0.46,0.44,0.67,0.26,0.17,0.94,1,0.15,0,0.28,0.14,0.02,0.53,0.65,0.65,0.61,0.94,0.17,0.38,0.06,41:36.2,42:01.8,0 days 00:00:25.588571,COMPLETE,,
854,854,19.57174457,0.17,0.56,0.6,0.8,0.41,0.5,0.67,0.24,0.18,0.49,0.29,0.94,0.93,0.13,0.16,0.04,0.48,0.13,0.87,0.32,0.19,0,0.05,0.67,22:51.9,23:25.7,0 days 00:00:33.742161,COMPLETE,,
989,989,19.57181636,0.11,0.36,0.56,0.7,0.43,0.45,0.63,0.24,0.18,0.44,0.39,0.69,0.91,0.07,0.07,0,0.47,0.26,0.87,0.19,0.36,0.07,0.09,0.56,05:03.2,05:41.5,0 days 00:00:38.286868,COMPLETE,,
364,364,19.57401237,0.63,0.72,0.14,0.5,0.46,0.45,0.78,0.13,0.13,0.93,0.89,0.28,0.22,0.45,0.34,0.02,0.97,0.43,0.17,0.41,0.78,0.95,0.49,0.21,52:35.0,53:32.1,0 days 00:00:57.093650,COMPLETE,,
314,314,19.57418983,0.67,0.84,0.05,0.41,0.51,0.57,0.79,0.26,0.13,0.14,0.92,0.27,0.29,0.55,0.41,0.11,0.96,0.02,0.13,0.41,0.74,0.89,0.44,0.28,12:30.8,13:19.1,0 days 00:00:48.327053,COMPLETE,,
702,702,19.57444854,0.16,0.71,0.48,0.88,0.36,0.5,0.59,0.41,0.1,0.53,0.44,0.08,0.83,0,0.19,0.09,0.48,0.15,0.89,0.28,0.07,0.02,0.23,0.75,26:20.6,26:50.1,0 days 00:00:29.531033,COMPLETE,,
830,830,19.57511937,0.15,0.58,0.65,0.73,0.43,0.46,0.62,0.25,0.18,0.49,0.37,0.71,0.92,0.12,0.15,0.01,0.47,0.09,0.81,0.37,0.23,0,0.1,0.59,02:00.1,02:43.5,0 days 00:00:43.301639,COMPLETE,,
524,524,19.57607885,0.39,0.61,0.35,0.65,0.41,0.5,0.73,0.27,0.17,0.96,1,0.15,0.12,0.26,0.04,0.07,0.55,0.71,0.64,0.65,0.95,0.04,0.38,0.14,52:17.2,52:44.7,0 days 00:00:27.502745,COMPLETE,,
819,819,19.57757518,0.11,0.55,0.64,0.81,0.43,0.46,0.66,0.26,0.18,0.46,0.27,0.87,0.95,0.05,0.13,0.01,0.43,0.1,0.81,0.34,0.23,0.01,0.1,0.61,50:45.9,52:48.6,0 days 00:02:02.724975,COMPLETE,,
345,345,19.57867096,0.62,0.73,0.16,0.54,0.35,0.48,0.8,0.14,0.13,0.98,0.94,0.27,0.2,0.39,0.31,0.02,0.98,0.06,0.18,0.48,0.8,0.98,0.52,0.17,37:59.6,38:55.8,0 days 00:00:56.224812,COMPLETE,,
536,536,19.57878267,0.34,0.63,0.41,0.73,0.46,0.52,0.73,0.23,0.09,0.93,0.98,0.07,0.04,0.26,0.02,0.05,0.42,0.69,0.62,0.66,0.17,0.1,0.37,0.03,00:24.7,01:17.2,0 days 00:00:52.463766,COMPLETE,,
588,588,19.58051377,0.46,0.68,0.47,0.67,0.41,0.53,0.62,0.28,0.08,0.55,0.29,0.06,0.15,0.18,0.1,0.05,0.51,0.22,0.64,0.19,0,0.16,0.23,0.12,42:30.5,43:01.8,0 days 00:00:31.350030,COMPLETE,,
367,367,19.58054336,0.57,0.7,0.12,0.5,0.44,0.4,0.78,0.19,0.14,0.81,0.9,0.25,0.22,0.42,0.35,0,0.98,0.46,0.18,0.41,0.82,0.96,0.47,0.23,54:54.7,55:46.8,0 days 00:00:52.044580,COMPLETE,,
444,444,19.58064361,0.52,0.62,0.27,0.68,0.48,0.45,0.73,0.25,0.15,0.96,0.94,0.21,0.3,0.32,0.15,0.09,0.67,0.14,0.69,0.33,0.8,0.33,0.43,0.05,25:12.5,25:41.4,0 days 00:00:28.941123,COMPLETE,,
972,972,19.58089361,0.16,0.35,0.56,0.72,0.46,0.45,0.62,0.25,0.18,0.43,0.43,0.67,0.95,0.07,0.04,0.05,0.5,0.24,0.91,0.14,0.37,0.1,0.15,0.57,48:05.5,49:09.3,0 days 00:01:03.843782,COMPLETE,,
998,998,19.5810084,0.08,0.38,0.68,0.75,0.43,0.54,0.64,0.2,0.18,0.48,0.32,0.77,1,0,0,0.06,0.42,0.21,0.84,0.04,0.32,0.03,0.07,0.49,11:10.8,11:58.0,0 days 00:00:47.199199,COMPLETE,,
843,843,19.58145087,0.11,0.52,0.67,0.79,0.39,0.48,0.66,0.29,0.19,0.49,0.34,0.94,0.96,0.08,0.16,0.01,0.45,0.1,0.84,0.36,0.24,0,0.07,0.64,15:11.4,16:05.6,0 days 00:00:54.265844,COMPLETE,,
329,329,19.58191135,0.65,0.75,0.14,0.44,0.42,0.52,0.81,0.13,0.12,0.97,0.92,0.27,0.24,0.38,0.33,0.04,1,0.04,0.16,0.54,0.78,0.97,0.45,0.24,25:09.6,25:57.9,0 days 00:00:48.284530,COMPLETE,,
942,942,19.58606726,0.04,0.31,0.73,0.69,0.45,0.53,0.61,0.25,0.08,0.43,0.43,0.65,0.96,0,0.04,0.05,0.49,0.23,0.88,0.19,0.35,0.06,0.1,0.48,24:29.1,25:19.1,0 days 00:00:49.938912,COMPLETE,,
349,349,19.58740948,0.64,0.72,0.13,0.51,0.33,0.48,0.81,0.14,0.13,0.95,0.95,0.27,0.23,0.38,0.33,0.04,1,0.07,0.16,0.59,0.78,0.97,0.45,0.15,41:30.6,42:19.5,0 days 00:00:48.889742,COMPLETE,,
857,857,19.58792338,0.12,0.53,0.55,0.73,0.4,0.45,0.67,0.25,0.18,0.49,0.35,1,0.96,0.06,0.11,0,0.46,0.16,0.78,0.33,0.21,0,0.05,0.52,24:38.2,25:10.6,0 days 00:00:32.406339,COMPLETE,,
362,362,19.5885545,0.61,0.71,0.15,0.53,0.45,0.46,0.78,0.14,0.13,0.87,0.92,0.28,0.25,0.42,0.26,0,0.96,0.06,0.17,0.42,0.79,0.95,0.49,0.2,50:51.3,51:41.7,0 days 00:00:50.480610,COMPLETE,,
840,840,19.58915947,0.09,0.54,0.59,0.73,0.38,0.5,0.62,0.25,0.19,0.38,0.29,0.72,0.94,0.07,0.11,0.02,0.47,0.12,0.87,0.28,0.19,0.05,0.13,0.59,12:00.5,13:26.5,0 days 00:01:25.923425,COMPLETE,,
483,483,19.59003013,0.37,0.49,0.35,0.61,0.43,0.47,0.68,0.24,0.17,0.96,0.98,0.17,0.05,0.22,0.12,0.04,0.52,0.69,0.74,0.65,0.96,0.17,0.4,0.06,42:25.2,42:51.3,0 days 00:00:26.125794,COMPLETE,,
760,760,19.59186187,0.18,0.68,0.58,0.85,0.34,0.49,0.5,0.29,0.14,0.6,0.18,0.09,0.92,0.06,0.17,0.4,0.41,0.22,0.88,0.23,0.05,0.04,0.26,0.52,06:32.6,06:59.0,0 days 00:00:26.344539,COMPLETE,,
971,971,19.59331907,0.13,0.33,0.59,0.69,0.44,0.47,0.61,0.24,0.08,0.36,0.39,0.69,0.96,0.04,0.02,0.02,0.45,0.23,0.87,0.12,0.32,0.06,0.1,0.55,47:07.2,48:05.5,0 days 00:00:58.266345,COMPLETE,,
449,449,19.59537539,0.4,0.57,0.29,0.65,0.46,0.53,0.72,0.23,0.18,0.96,0.42,0.2,0.1,0.23,0.1,0.05,0.56,0.1,0.79,0.56,0.78,0.4,0.41,0.08,27:36.6,28:04.0,0 days 00:00:27.374590,COMPLETE,,
317,317,19.5966803,0.67,0.8,0.07,0.39,0.5,0.54,0.78,0.27,0.13,0.14,0.92,0.26,0.28,0.47,0.41,0.16,0.98,0.02,0.14,0.38,0.74,0.87,0.48,0.28,14:40.1,15:25.5,0 days 00:00:45.417185,COMPLETE,,
624,624,19.59790348,0.04,0.65,0.37,0.86,0.36,0.57,0.57,0.36,0.09,0.56,0.26,0,0.87,0.07,0.18,0.07,0.47,0.18,0.94,0.3,0.02,0.05,0.19,0.59,05:28.7,06:02.8,0 days 00:00:34.096645,COMPLETE,,
361,361,19.59847007,0.63,0.72,0.15,0.51,0.45,0.46,0.78,0.14,0.15,0.92,0.92,0.28,0.25,0.42,0.26,0,1,0.07,0.17,0.42,0.78,0.95,0.5,0.2,50:08.1,50:51.3,0 days 00:00:43.165902,COMPLETE,,
370,370,19.59855948,0.6,0.7,0.16,0.5,0.47,0.4,0.78,0.2,0.15,0.82,0.9,0.25,0.26,0.46,0.24,0,0.96,0.46,0.2,0.41,0.88,1,0.48,0.2,57:21.4,57:58.1,0 days 00:00:36.675570,COMPLETE,,
331,331,19.60120062,0.64,0.75,0.14,0.56,0.43,0.51,0.81,0.15,0.12,0.94,0.92,0.27,0.18,0.4,0.33,0.03,1,0.04,0.2,0.54,0.8,0.94,0.42,0.23,26:55.2,27:31.3,0 days 00:00:36.092875,COMPLETE,,
327,327,19.60158722,0.66,0.76,0.14,0.49,0.43,0.52,0.81,0.16,0.13,0.14,0.92,0.29,0.23,0.45,0.38,0.08,0.98,0.04,0.19,0.55,0.77,0.92,0.42,0.27,23:39.2,24:30.6,0 days 00:00:51.332982,COMPLETE,,
859,859,19.60178326,0.12,0.5,0.54,0.76,0.39,0.48,0.65,0.25,0.19,0.45,0.32,0.98,0.97,0.03,0.12,0.04,0.5,0.13,0.77,0.3,0.24,0.02,0.07,0.54,25:43.9,26:18.1,0 days 00:00:34.203283,COMPLETE,,
322,322,19.60516512,0.66,0.76,0.15,0.43,0.44,0.52,0.79,0.21,0.13,0.13,0.91,0.28,0.27,0.41,0.38,0.08,0.98,0.04,0.17,0.52,0.78,0.94,0.48,0.3,18:31.5,19:22.0,0 days 00:00:50.490464,COMPLETE,,
546,546,19.60749348,0.41,0.62,0.35,0.75,0.47,0.52,0.74,0.29,0.14,0.92,0.95,0.13,0.02,0.25,0.14,0.04,0.53,0.77,0.52,0.62,0.1,0.13,0.31,0.04,08:45.3,09:41.8,0 days 00:00:56.505004,COMPLETE,,
448,448,19.60817674,0.43,0.6,0.31,0.59,0.47,0.46,0.74,0.22,0.16,0.94,1,0.17,0,0.31,0.11,0.48,0.6,0.18,0.81,0.66,0.72,0.39,0.49,0.06,27:08.3,27:36.6,0 days 00:00:28.313466,COMPLETE,,
386,386,19.60831729,0.64,0.77,0.18,0.46,0.46,0.41,0.82,0.22,0.14,0.95,0.91,0.33,0.22,0.47,0.34,0.02,1,0.49,0.19,0.44,0.8,0.92,0.48,0.25,06:35.0,07:11.1,0 days 00:00:36.014790,COMPLETE,,
183,183,19.60833915,0.79,0.83,0.05,0.35,0.64,0.52,0.82,0.3,0.13,0.22,0.8,0.53,0.41,0.62,0.45,0.17,0.85,0.09,0.05,0.83,0.56,0.79,0.05,0.42,11:48.0,12:51.8,0 days 00:01:03.838513,COMPLETE,,
576,576,19.60903533,0.48,0.65,0.46,0.71,0.4,0.54,0.61,0.29,0.08,0.59,0.26,0.06,0.11,0.23,0.16,0.02,0.56,0.23,0.58,0.24,0.07,0.08,0.24,0.15,34:57.8,35:39.9,0 days 00:00:42.015984,COMPLETE,,
725,725,19.60919236,0.18,0.64,0.91,0.8,0.34,0.52,0.52,0.59,0.13,0.59,0.43,0.06,0.85,0.13,0.16,0.1,0.35,0.1,0.92,0.31,0.04,0.06,0.17,0.57,39:07.0,43:21.3,0 days 00:04:14.357906,COMPLETE,,
353,353,19.60950967,0.65,0.73,0.22,0.55,0.42,0.46,0.78,0.17,0.13,0.95,0.91,0.24,0.23,0.44,0.28,0.01,0.97,0.06,0.22,0.42,0.81,0.93,0.39,0.2,44:25.6,45:10.5,0 days 00:00:44.951329,COMPLETE,,
611,611,19.61056954,0.15,0.69,0.38,0.89,0.34,0.57,0.54,0.38,0.09,0.59,0.27,0,0.88,0.08,0.2,0.1,0.45,0.16,0.89,0.3,0,0.05,0.13,0.61,58:10.9,58:40.5,0 days 00:00:29.587630,COMPLETE,,
476,476,19.61107928,0.39,0.65,0.37,0.64,0.44,0.42,0.7,0.23,0.16,0.94,0.99,0.16,0.01,0.3,0.17,0.04,0.66,0.73,0.61,0.67,0.83,0.13,0.39,0.1,39:29.7,39:57.3,0 days 00:00:27.558791,COMPLETE,,
390,390,19.61220239,0.63,0.73,0.2,0.52,0.47,0.44,0.74,0.14,0.14,1,0.96,0.24,0.26,0.46,0.36,0,1,0.47,0.14,0.48,0.79,0.91,0.54,0.12,09:00.3,09:34.5,0 days 00:00:34.136243,COMPLETE,,
489,489,19.61303295,0.43,0.64,0.31,0.61,0.49,0.46,0.65,0.21,0.18,0.89,0.96,0.12,0.1,0.28,0.18,0.04,0.55,0.64,0.64,0.66,0.97,0.06,0.41,0.05,44:56.4,45:20.5,0 days 00:00:24.180482,COMPLETE,,
433,433,19.61324382,0.48,0.59,0.26,0.71,0.49,0.48,0.69,0.21,0.16,0.97,0.98,0.22,0.3,0.26,0.04,0.03,0.57,0.11,0.85,0.58,0.23,0.37,0.43,0.02,17:51.4,18:55.1,0 days 00:01:03.644832,COMPLETE,,
375,375,19.61634453,0.55,0.72,0.15,0.53,0.45,0.43,0.79,0.15,0.15,0.81,0.92,0.28,0.21,0.37,0.32,0.05,0.98,0.25,0.16,0.4,0.83,0.95,0.45,0.19,00:07.0,00:42.2,0 days 00:00:35.250283,COMPLETE,,
404,404,19.61764196,0.58,0.74,0.13,0.5,0.4,0.49,0.84,0.19,0.11,1,0.94,0.22,0.28,0.45,0.26,0.07,0.96,0.56,0.17,0.38,0.77,0.98,0.44,0.22,03:54.7,04:22.9,0 days 00:00:28.186089,COMPLETE,,
328,328,19.61896098,0.67,0.75,0.14,0.48,0.43,0.52,0.81,0.13,0.12,0.14,0.92,0.27,0.23,0.39,0.33,0.04,1,0.04,0.17,0.53,0.78,0.94,0.43,0.22,24:30.6,25:09.6,0 days 00:00:38.984993,COMPLETE,,
726,726,19.6196356,0.14,0.62,0.49,0.83,0.37,0.54,0.61,0.36,0.08,0.54,0.16,0.09,0.81,0.16,0.23,0.08,0.39,0.17,0.85,0.29,0.1,0.04,0.14,0.6,43:21.3,44:07.2,0 days 00:00:45.864346,COMPLETE,,
474,474,19.62036112,0.43,0.63,0.35,0.6,0.45,0.47,0.7,0.23,0.18,0.96,1,0.16,0.04,0.29,0.11,0.03,0.59,0.7,0.72,0.69,0.84,0.15,0.32,0.08,38:35.7,39:03.2,0 days 00:00:27.504245,COMPLETE,,
446,446,19.62230579,0.45,0.56,0.24,0.63,0.49,0.5,0.71,0.25,0.18,1,0.98,0.23,0.3,0.25,0.11,0.07,0.62,0.08,0.75,0.5,0.76,0.35,0.51,0.02,26:13.1,26:41.8,0 days 00:00:28.744560,COMPLETE,,
614,614,19.62336204,0.02,0.69,0.4,0.84,0.35,0.54,0.49,0.33,0.08,0.62,0.28,0.02,0.86,0.08,0.2,0.1,0.38,0.19,0.95,0.28,0.03,0.05,0.16,0.61,59:39.0,00:05.2,0 days 00:00:26.224614,COMPLETE,,
302,302,19.62505812,0.78,0.82,0.09,0.39,0.51,0.54,0.74,0.23,0.14,0.08,0.97,0.21,0.36,0.54,0.35,0.16,0.95,0.03,0.14,0.78,0.81,0.85,0.63,0.3,01:20.9,02:13.6,0 days 00:00:52.776019,COMPLETE,,
486,486,19.62648758,0.45,0.62,0.37,0.63,0.45,0.48,0.68,0.23,0.19,0.98,0.98,0.15,0.03,0.26,0.16,0.05,0.5,0.68,0.66,0.71,0.99,0.1,0.36,0.11,43:41.2,44:06.2,0 days 00:00:25.008241,COMPLETE,,
341,341,19.62810748,0.65,0.73,0.17,0.58,0.35,0.51,0.81,0.15,0.13,0.88,0.93,0.27,0.19,0.38,0.33,0.04,1,0.06,0.22,0.52,0.79,0.98,0.42,0.18,33:59.9,35:05.1,0 days 00:01:05.154264,COMPLETE,,
628,628,19.62817712,0.05,0.66,0.4,0.87,0.37,0.52,0.51,0.4,0.08,0.62,0.27,0.02,0.81,0.03,0.18,0.11,0.35,0.18,0.91,0.24,0.07,0.08,0.21,0.71,08:05.0,08:36.1,0 days 00:00:31.092121,COMPLETE,,
484,484,19.62846753,0.43,0.55,0.34,0.66,0.47,0.42,0.66,0.26,0.16,0.98,1,0.17,0,0.32,0.19,0.02,0.64,0.66,0.72,0.63,0.83,0.15,0.37,0.12,42:51.3,43:15.3,0 days 00:00:23.955410,COMPLETE,,
408,408,19.62854153,0.55,0.73,0.11,0.48,0.49,0.49,0.39,0.2,0.11,0.93,0.89,0.95,0.29,0.42,0.25,0.04,0.94,0.43,0.2,0.62,0.94,0.99,0.55,0.1,06:05.8,06:42.8,0 days 00:00:36.974813,COMPLETE,,
336,336,19.62908261,0.64,0.74,0.19,0.58,0.39,0.5,0.81,0.17,0.12,0.97,0.93,0.3,0.19,0.33,0.29,0,1,0.05,0.2,0.49,0.77,0.98,0.37,0.2,30:11.3,30:56.9,0 days 00:00:45.658391,COMPLETE,,
753,753,19.62912407,0.2,0.71,0.46,0.94,0.33,0.54,0.51,0.64,0.12,0.57,0.53,0.04,0.82,0.1,0.19,0.09,0.38,0.11,0.89,0.24,0.08,0,0.17,0.5,01:41.9,02:39.3,0 days 00:00:57.467804,COMPLETE,,
437,437,19.62954383,0.49,0.54,0.23,0.59,0.49,0.47,0.75,0.22,0.17,0.98,0.96,0.24,0.29,0.29,0.13,0.03,0.51,0.06,0.87,0.31,0.76,0.94,0.47,0.07,20:57.7,21:29.5,0 days 00:00:31.832761,COMPLETE,,
435,435,19.6301282,0.51,0.62,0.24,0.61,0.48,0.52,0.71,0.21,0.18,0.96,0.98,0.23,0.28,0.31,0.08,0.06,0.55,0.15,0.76,0.58,0.84,0.98,0.39,0,19:26.2,20:13.7,0 days 00:00:47.511314,COMPLETE,,
511,511,19.63024183,0.45,0.6,0.32,0.67,0.42,0.38,0.72,0.28,0.17,0.92,1,0.2,0.11,0.34,0.1,0.06,0.57,0.76,0.68,0.67,0.98,0.3,0.4,0.1,45:25.7,46:04.0,0 days 00:00:38.234814,COMPLETE,,
405,405,19.63116513,0.53,0.71,0.11,0.53,0.37,0.52,0.75,0.14,0.09,0.74,0.34,0.24,0.26,0.4,0.28,0.05,0.93,0.22,0.59,0.58,0.73,1,0.46,0.2,04:22.9,04:51.4,0 days 00:00:28.448874,COMPLETE,,
491,491,19.6313869,0.42,0.66,0.34,0.59,0.51,0.42,0.61,0.26,0.17,0.9,0.98,0.12,0.12,0.21,0.13,0.01,0.54,0.65,0.59,0.69,0.99,0.04,0.37,0.08,45:47.4,46:13.1,0 days 00:00:25.763275,COMPLETE,,
692,692,19.63142911,0.16,0.68,0.49,0.83,0.32,0.51,0.59,0.39,0.08,0.54,0.42,0.06,0.78,0.04,0.17,0.08,0.45,0.14,0.95,0.28,0.08,0.02,0.19,0.58,20:14.0,20:57.0,0 days 00:00:42.974528,COMPLETE,,
700,700,19.63149422,0.15,0.68,0.51,0.83,0.33,0.5,0.57,0.35,0.08,0.52,0.41,0.06,0.8,0.06,0.2,0.06,0.37,0.11,0.91,0.18,0.13,0.03,0.17,0.54,25:08.3,25:44.3,0 days 00:00:36.061849,COMPLETE,,
283,283,19.63188638,0.73,0.78,0.09,0.4,0.54,0.59,0.75,0.32,0.15,0.11,1,0.17,0.33,0.51,0.39,0.12,1,0,0.11,0.77,0.73,0.82,0.67,0.27,55:30.4,56:28.3,0 days 00:00:57.846274,COMPLETE,,
519,519,19.63295006,0.43,0.57,0.29,0.63,0.42,0.47,0.72,0.26,0.17,0.94,1,0.12,0.05,0.24,0.07,0.07,0.6,0.74,0.7,0.64,1,0.27,0.38,0.1,49:55.2,50:25.5,0 days 00:00:30.315695,COMPLETE,,
339,339,19.63408678,0.66,0.74,0.19,0.55,0.39,0.51,0.81,0.09,0.12,0.95,0.94,0.3,0.18,0.34,0.32,0.04,1,0.04,0.19,0.54,0.77,0.98,0.37,0.22,32:19.1,32:57.2,0 days 00:00:38.126244,COMPLETE,,
412,412,19.63616719,0.6,0.75,0.14,0.51,0.36,0.49,0.76,0.14,0.16,0.81,0.97,0.27,0.23,0.45,0.2,0,0.96,0.54,0.15,0.34,0.87,0.9,0.5,0.21,08:14.4,08:41.0,0 days 00:00:26.553567,COMPLETE,,
342,342,19.63734349,0.66,0.73,0.16,0.6,0.42,0.5,0.8,0.15,0.13,0.9,0.93,0.27,0.11,0.41,0.3,0.01,0.98,0.06,0.16,0.49,0.79,0.98,0.38,0.18,35:05.1,36:08.0,0 days 00:01:02.898709,COMPLETE,,
308,308,19.63861293,0.69,0.82,0.06,0.37,0.5,0.53,0.79,0.33,0.14,0.14,0.93,0.21,0.27,0.51,0.4,0.11,0.98,0.03,0.07,0.81,0.7,0.81,0.6,0.32,07:10.3,08:01.5,0 days 00:00:51.213567,COMPLETE,,
439,439,19.64369795,0.47,0.58,0.28,0.57,0.47,0.49,0.71,0.2,0.19,1,0.96,0.19,0.26,0.22,0.15,0.06,0.61,0.13,0.78,0.37,0.81,0.41,0.44,0.07,22:09.3,22:53.3,0 days 00:00:43.979302,COMPLETE,,
863,863,19.64400877,0.15,0.5,0.62,0.74,0.41,0.47,0.67,0.26,0.2,0.44,0.36,0.95,0.97,0.07,0.09,0,0.49,0.17,0.77,0.28,0.17,0.04,0.08,0.5,27:51.7,28:20.3,0 days 00:00:28.537594,COMPLETE,,
607,607,19.64516397,0.04,0.63,0.4,0.79,0.34,0.53,0.52,0.37,0.08,0.6,0.24,0.01,0.85,0.1,0.22,0.08,0.4,0.16,0.96,0.31,0.01,0.06,0.18,0.57,56:13.8,56:38.7,0 days 00:00:24.836534,COMPLETE,,
810,810,19.64763709,0.14,0.55,0.6,0.75,0.4,0.49,0.6,0.56,0.17,0.39,0.32,0.96,0.98,0.1,0.13,0.02,0.45,0.1,0.82,0.32,0.2,0.02,0.11,0.58,44:51.5,45:19.4,0 days 00:00:27.978067,COMPLETE,,
646,646,19.64810987,0.14,0.67,0.41,0.76,0.38,0.54,0.51,0.36,0.08,0.57,0.32,0.05,0.91,0.1,0.23,0.07,0.36,0.15,0.89,0.27,0.03,0.05,0.21,0.62,20:54.0,21:50.9,0 days 00:00:56.934098,COMPLETE,,
275,275,19.6499524,0.74,0.81,0.08,0.36,0.56,0.57,0.76,0.31,0.14,0.09,0.93,0.53,0.33,0.54,0.39,0.14,0.97,0,0.1,0.81,0.8,0.83,0.69,0.29,48:40.5,49:40.7,0 days 00:01:00.266219,COMPLETE,,
186,186,19.65024139,0.78,0.81,0.04,0.38,0.65,0.48,0.82,0.35,0.13,0.21,0.79,0.49,0.44,0.62,0.44,0.18,0.84,0.09,0.02,0.84,0.59,0.86,0.02,0.39,14:37.8,15:20.1,0 days 00:00:42.317912,COMPLETE,,
401,401,19.65073401,0.66,0.72,0.19,0.52,0.43,0.48,0.81,0.12,0.15,0.9,0.92,0.2,0.2,0.38,0.23,0.03,1,0.51,0.16,0.44,0.9,0.9,0.42,0.19,02:33.4,02:59.6,0 days 00:00:26.140754,COMPLETE,,
498,498,19.6518371,0.4,0.65,0.35,0.59,0.52,0.43,0.7,0.28,0.18,0.91,0.96,0.14,0.09,0.19,0.16,0.04,0.51,0.65,0.75,0.68,0.99,0.25,0.34,0.03,48:59.4,49:26.4,0 days 00:00:27.033646,COMPLETE,,
388,388,19.65220569,0.64,0.75,0.16,0.45,0.49,0.42,0.79,0.19,0.16,0.96,0.93,0.31,0.2,0.42,0.32,0.04,0.98,0.55,0.23,0.5,0.81,0.97,0.44,0.23,07:45.8,08:24.9,0 days 00:00:39.052532,COMPLETE,,
376,376,19.65258329,0.57,0.77,0.12,0.5,0.47,0.36,0.77,0.16,0.14,0.89,0.95,0.22,0.27,0.4,0.3,0.03,0.96,0.52,0.2,0.56,0.88,0.91,0.5,0.14,00:42.2,01:14.8,0 days 00:00:32.506761,COMPLETE,,
407,407,19.6532411,0.5,0.69,0.15,0.55,0.42,0.46,0.8,0.16,0.13,1,0.94,0.26,0.24,0.36,0.38,0.04,0.97,0.04,0.16,0.4,0.74,0.95,0.44,0.17,05:23.4,06:05.8,0 days 00:00:42.435011,COMPLETE,,
335,335,19.65330249,0.64,0.74,0.19,0.57,0.4,0.51,0.82,0.12,0.12,0.96,0.93,0.29,0.17,0.36,0.3,0.05,1,0.05,0.2,0.51,0.78,0.98,0.42,0.23,29:27.3,30:11.3,0 days 00:00:43.997284,COMPLETE,,
833,833,19.65344131,0.16,0.54,0.6,0.76,0.42,0.47,0.6,0.28,0.2,0.48,0.31,0.7,0.93,0.1,0.13,0.02,0.46,0.13,0.86,0.31,0.26,0,0.12,0.63,04:09.2,05:00.5,0 days 00:00:51.316535,COMPLETE,,
677,677,19.65403581,0.05,0.67,0.42,0.81,0.39,0.51,0.6,0.34,0.08,0.59,0.26,0,0.76,0.1,0.2,0.06,0.29,0.15,0.92,0.27,0.04,0.02,0.22,0.62,00:52.3,01:50.7,0 days 00:00:58.393672,COMPLETE,,
334,334,19.65455935,0.64,0.75,0.18,0.57,0.38,0.51,0.82,0.12,0.12,0.94,0.92,0.3,0.2,0.37,0.33,0.04,1,0.05,0.21,0.52,0.78,0.97,0.43,0.22,28:43.1,29:27.3,0 days 00:00:44.166082,COMPLETE,,
